title,release_date,budget,revenue,vote_average,genres_cleaned
Battle in Seattle,2007-09-07,8000000.0,908847.0,6.3,"Action, Drama"
Diary of the Dead,2007-09-08,2000000.0,5364858.0,5.4,"Horror, Action, Science Fiction"
Elizabeth: The Golden Age,2007-09-09,55000000.0,74237563.0,6.6,"Drama, History, Romance"
The House of Usher,2007-09-11,130000.0,1677.0,5.0,"Drama, Horror, Thriller"
Into the Wild,2007-09-11,15000000.0,56255142.0,7.8,"Adventure, Drama"
Death Defying Acts,2007-09-13,20000000.0,8380329.0,5.5,"Drama, Romance"
Paranormal Activity,2007-09-14,15000.0,193355800.0,5.9,"Horror, Mystery"
Eastern Promises,2007-09-14,51500000.0,55112356.0,7.2,"Thriller, Crime, Mystery"
The Matriarch,2007-09-14,1400000.0,435000.0,5.3,"Comedy, Drama"
The Brave One,2007-09-14,70000000.0,69766619.0,6.4,"Crime, Drama, Thriller"
Sukiyaki Western Django,2007-09-15,3800000.0,2725258.0,6.3,"Adventure, Action, Comedy, Western, Thriller"
Timecrimes,2007-09-20,2600000.0,553198.0,7.0,"Science Fiction, Thriller"
Resident Evil: Extinction,2007-09-20,45000000.0,148412065.0,6.1,"Horror, Action, Science Fiction"
December Boys,2007-09-20,4000000.0,46474.0,6.2,"Drama, Romance"
Mongol: The Rise of Genghis Khan,2007-09-20,18000000.0,26527510.0,6.5,History
Good Luck Chuck,2007-09-21,25000000.0,59192128.0,5.6,Comedy
Sydney White,2007-09-21,16500000.0,13620075.0,6.0,Comedy
Katyn,2007-09-21,5200000.0,14723313.0,6.7,"Drama, History, War"
Things We Lost in the Fire,2007-09-26,16000000.0,2849142.0,6.7,Drama
Before the Devil Knows You're Dead,2007-09-26,18000000.0,25005257.0,6.9,"Crime, Drama, Thriller"
The Edge of Heaven,2007-09-27,3800000.0,17804565.0,6.6,Drama
Happy Days,2007-09-28,440141.0,2640850.0,6.6,Drama
Michael Clayton,2007-09-28,25000000.0,92991835.0,6.6,"Drama, Mystery, Crime"
The Game Plan,2007-09-28,22000000.0,147880543.0,6.0,"Comedy, Family"
The Darjeeling Limited,2007-09-29,16000000.0,24377151.0,7.1,"Adventure, Drama, Comedy"
I'm Not There.,2007-10-01,20000000.0,4001121.0,6.6,"Drama, Music"
My Name Is Bruce,2007-10-01,1500000.0,173066.0,5.9,"Comedy, Horror"
Love in the Time of Cholera,2007-10-04,45000000.0,4607608.0,6.5,"Drama, Romance"
The Heartbreak Kid,2007-10-05,60000000.0,127766650.0,5.7,Comedy
Assembly,2007-10-09,16000000.0,34786960.0,7.1,"Action, History"
Why Did I Get Married?,2007-10-12,15000000.0,55184721.0,6.1,"Comedy, Drama"
Lars and the Real Girl,2007-10-12,12000000.0,11293663.0,7.1,"Comedy, Romance, Drama"
The Kite Runner,2007-10-14,20000000.0,73276047.0,7.3,Drama
30 Days of Night,2007-10-17,30000000.0,75505973.0,6.2,"Horror, Thriller"
Boj S Tenyu 2: Revansh,2007-10-18,6000000.0,11171900.0,5.6,Action
Gone Baby Gone,2007-10-19,19000000.0,34619699.0,7.2,"Crime, Drama, Mystery"
Funny Games,2007-10-20,15000000.0,7938872.0,6.3,"Horror, Thriller, Crime"
Lions for Lambs,2007-10-22,35000000.0,63215872.0,6.0,"Action, Adventure, Drama, History"
Saw IV,2007-10-25,10000000.0,139352633.0,5.9,"Horror, Thriller, Crime"
Dan in Real Life,2007-10-26,25000000.0,68377859.0,6.5,"Comedy, Romance, Drama"
Jab We Met,2007-10-26,2300000.0,4600000.0,7.2,"Drama, Comedy, Romance"
Bee Movie,2007-10-28,150000000.0,287594577.0,5.7,"Family, Animation, Adventure, Comedy"
Королёв,2007-10-29,6000000.0,31000.0,1.0,Drama
American Gangster,2007-11-02,100000000.0,266465037.0,7.4,"Drama, Crime"
Fred Claus,2007-11-03,100000000.0,97838349.0,5.5,"Action, Comedy, Drama"
Beowulf,2007-11-05,70000000.0,195735876.0,5.5,"Adventure, Action, Animation"
Om Shanti Om,2007-11-07,9100000.0,37707444.0,7.2,"Comedy, Drama, Romance"
No Country for Old Men,2007-11-08,25000000.0,171600000.0,7.7,"Crime, Drama, Thriller"
P2,2007-11-09,8000000.0,7766240.0,5.7,"Horror, Thriller"
P.S. I Love You,2007-11-15,30000000.0,156835339.0,7.0,"Drama, Romance"
How About You...,2007-11-16,9000000.0,706000.0,6.2,"Comedy, Drama"
Enchanted,2007-11-20,85000000.0,340487652.0,6.6,"Comedy, Family, Fantasy, Romance"
August Rush,2007-11-21,25000000.0,66122026.0,7.2,"Family, Drama, Music"
The Mist,2007-11-21,18000000.0,57096190.0,6.7,"Science Fiction, Horror, Thriller"
Hitman,2007-11-21,24000000.0,99965753.0,5.9,"Action, Crime, Drama, Thriller"
Whisper,2007-11-27,12000000.0,5285197.0,6.2,"Crime, Drama, Horror, Thriller"
Awake,2007-11-28,86000000.0,14373825.0,6.3,"Thriller, Crime, Mystery"
The Golden Compass,2007-12-04,180000000.0,372234864.0,5.8,"Adventure, Fantasy"
Juno,2007-12-05,7500000.0,231411584.0,7.0,"Comedy, Drama, Romance"
National Treasure: Book of Secrets,2007-12-13,130000000.0,457363168.0,6.1,"Action, Adventure, Mystery, Thriller"
Alvin and the Chipmunks,2007-12-13,60000000.0,361366633.0,5.5,"Comedy, Music, Family, Fantasy, Animation"
I Am Legend,2007-12-14,150000000.0,585349010.0,6.9,"Drama, Horror, Action, Thriller, Science Fiction"
Virgin Territory,2007-12-17,38000000.0,5410749.0,4.3,"Adventure, Action, Comedy, Romance"
Charlie Wilson's War,2007-12-19,75000000.0,119000410.0,6.5,"Comedy, Drama, History"
Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,50000000.0,152000000.0,7.0,"Drama, Horror, Music"
Walk Hard: The Dewey Cox Story,2007-12-21,35000000.0,18317151.0,6.6,"Comedy, Music"
The Irony of Fate. The Sequel,2007-12-21,5000000.0,55635037.0,4.7,"Comedy, Drama, Romance"
Taare Zameen Par,2007-12-21,2600000.0,28430000.0,7.7,Drama
The Bucket List,2007-12-25,45000000.0,175372502.0,7.0,"Drama, Comedy"
The Water Horse,2007-12-25,40000000.0,103071443.0,6.3,"Fantasy, Adventure, Family"
Aliens vs Predator: Requiem,2007-12-25,40000000.0,41797066.0,4.9,"Fantasy, Action, Science Fiction, Thriller, Horror"
The Great Debaters,2007-12-27,15000000.0,30226144.0,6.9,Drama
There Will Be Blood,2007-12-28,25000000.0,77208711.0,7.9,Drama
Wild Child,2008-01-01,20000000.0,21972336.0,6.4,Comedy
Singh Is Kinng,2008-01-01,14000000.0,25000000.0,5.3,"Action, Comedy"
Welcome to the Sticks,2008-01-09,11000000.0,53191886.0,6.7,Comedy
27 Dresses,2008-01-10,30000000.0,160259319.0,6.1,"Comedy, Romance"
Asterix at the Olympic Games,2008-01-13,97250400.0,132900000.0,5.0,"Fantasy, Adventure, Comedy, Family"
Cloverfield,2008-01-15,25000000.0,170764026.0,6.4,"Action, Thriller, Science Fiction"
Assassination of a High School President,2008-01-17,11500000.0,69564.0,6.1,"Comedy, Crime, Mystery, Thriller"
Sunshine Cleaning,2008-01-18,5000000.0,16174377.0,6.5,"Comedy, Drama"
Transsiberian,2008-01-18,15000000.0,5926410.0,6.5,"Thriller, Crime, Mystery"
Paris,2008-01-19,19000000.0,23550000.0,6.5,Drama
Untraceable,2008-01-22,35000000.0,32483410.0,5.9,Drama
Rambo,2008-01-24,50000000.0,113244290.0,6.4,"Action, Thriller"
Meet the Spartans,2008-01-24,30000000.0,84646831.0,3.8,Comedy
Let the Right One In,2008-01-26,4000000.0,10785801.0,7.5,"Horror, Drama"
Changeling,2008-01-30,55000000.0,113020255.0,7.3,"Crime, Drama, Mystery"
"Moscow, Belgium",2008-01-30,560000.0,1500000.0,6.4,"Romance, Drama, Comedy"
The Eye,2008-02-01,12000000.0,56309766.0,5.5,"Drama, Horror, Thriller"
Vantage Point,2008-02-01,40000000.0,151161491.0,6.3,"Drama, Action, Thriller, Crime"
Role Models,2008-02-03,28000000.0,92380927.0,6.4,Comedy
Kung Fu Dunk,2008-02-07,10000000.0,22896728.0,5.0,"Action, Adventure, Comedy"
Fool's Gold,2008-02-07,70000000.0,111231041.0,5.4,"Romance, Comedy, Adventure"
In Bruges,2008-02-08,15000000.0,34533783.0,7.4,"Comedy, Drama, Crime"
Welcome Home Roscoe Jenkins,2008-02-08,35000000.0,43650785.0,5.7,"Comedy, Drama"
Surveillance,2008-02-08,3500000.0,1115493.0,6.0,"Horror, Thriller, Mystery"
Julia,2008-02-09,6000000.0,1300000.0,7.2,Drama
Jumper,2008-02-10,85000000.0,222231186.0,5.9,"Adventure, Fantasy, Science Fiction"
Step Up 2: The Streets,2008-02-14,23000000.0,150816700.0,6.5,"Music, Drama, Romance"
The Spiderwick Chronicles,2008-02-14,90000000.0,162839667.0,6.3,"Adventure, Family, Fantasy"
Jodhaa Akbar,2008-02-15,8376800.0,13000000.0,7.6,"Action, Adventure, Drama, History, Romance"
Taken,2008-02-18,25000000.0,226830568.0,7.2,"Action, Thriller"
Recep İvedik,2008-02-22,500000.0,5330000.0,5.4,Comedy
"10,000 BC",2008-02-22,105000000.0,266000000.0,5.1,"Adventure, Action, Drama, Fantasy"
Justice League: The New Frontier,2008-02-26,3500000.0,5231128.0,6.6,"Action, Adventure, Animation, Science Fiction"
The Bank Job,2008-02-28,20000000.0,64822796.0,6.6,"Thriller, Crime, Drama"
Horton Hears a Who!,2008-03-03,85000000.0,297138014.0,6.3,"Animation, Comedy, Family, Adventure, Fantasy"
Never Back Down,2008-03-04,20000000.0,41627431.0,6.5,"Drama, Action"
The Amazing Truth About Queen Raquela,2008-03-07,400000.0,5255.0,5.0,"Documentary, Drama"
Stargate: The Ark of Truth,2008-03-11,7000000.0,8900000.0,6.9,"Adventure, Science Fiction"
Doomsday,2008-03-14,30000000.0,22211426.0,5.8,"Action, Thriller, Science Fiction"
Leatherheads,2008-03-24,58000000.0,41299492.0,5.7,"Comedy, Romance, Drama"
21,2008-03-27,35000000.0,69823199.0,6.5,"Drama, Crime"
Superhero Movie,2008-03-27,35000000.0,25871834.0,4.9,"Action, Comedy, Science Fiction"
A Whole Life Ahead,2008-03-28,5940000.0,4250000.0,6.5,"Romance, Drama, Comedy"
Stop-Loss,2008-03-28,25000000.0,11207130.0,6.1,"Drama, War"
The Red Baron,2008-03-29,18000000.0,40239.0,6.4,"Action, Adventure, Drama, History, War"
Nim's Island,2008-04-03,37000000.0,100076342.0,5.6,"Adventure, Comedy, Family, Fantasy"
Street Kings,2008-04-10,20000000.0,65569869.0,6.3,"Action, Crime, Drama, Thriller"
Smart People,2008-04-11,7000000.0,10569964.0,5.8,"Comedy, Drama, Romance"
Forgetting Sarah Marshall,2008-04-17,30000000.0,105173115.0,6.4,"Comedy, Romance, Drama"
Expelled: No Intelligence Allowed,2008-04-18,3500000.0,7700000.0,4.1,Documentary
The Forbidden Kingdom,2008-04-18,55000000.0,127906624.0,6.3,"Action, Adventure, Fantasy"
Baby Mama,2008-04-23,30000000.0,63833449.0,5.8,Comedy
Outlander,2008-04-24,50000000.0,7033683.0,6.1,"Fantasy, Action, Science Fiction"
Deception,2008-04-24,25000000.0,17741298.0,5.7,Thriller
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,12000000.0,43493123.0,6.2,"Comedy, Adventure"
"War, Inc.",2008-04-28,5000000.0,1296184.0,5.6,"Action, Adventure, Comedy, Thriller"
Iron Man,2008-04-30,140000000.0,585174222.0,7.4,"Action, Science Fiction, Adventure"
Made of Honor,2008-05-02,40000000.0,84601681.0,6.0,"Comedy, Romance"
What Happens in Vegas,2008-05-07,35000000.0,170000000.0,5.8,"Comedy, Romance"
The Boy in the Striped Pyjamas,2008-05-07,12500000.0,20416563.0,7.7,"War, Drama"
Speed Racer,2008-05-09,120000000.0,93945766.0,5.7,"Action, Family, Science Fiction"
Sex and the City,2008-05-12,65000000.0,415252786.0,6.0,"Comedy, Drama, Romance"
Slumdog Millionaire,2008-05-12,15000000.0,377910544.0,7.6,"Drama, Romance"
Blindness,2008-05-14,25000000.0,19844979.0,6.4,"Drama, Mystery, Science Fiction, Thriller"
The Chronicles of Narnia: Prince Caspian,2008-05-15,225000000.0,419651413.0,6.3,"Adventure, Family, Fantasy"
The End of Poverty?,2008-05-19,1000000.0,57.0,0.0,Documentary
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,185000000.0,786636033.0,5.7,"Adventure, Action"
Il Divo,2008-05-23,7275000.0,11260366.0,7.5,Drama
The Strangers,2008-05-29,9000000.0,82391145.0,6.0,"Thriller, Horror, Mystery"
